scenario,vehicle_id,mid_frame,start_frame,end_frame,rows_saved,unique_vehicles,file
car_following,1030,2686,2661,2710,856,26,outputs_windows\car_following\car_following_veh1030_mid2686.csv
car_following,1031,2499,2474,2523,639,15,outputs_windows\car_following\car_following_veh1031_mid2499.csv
car_following,1031,2775,2750,2799,756,17,outputs_windows\car_following\car_following_veh1031_mid2775.csv
car_following,1032,2556,2531,2580,671,16,outputs_windows\car_following\car_following_veh1032_mid2556.csv
car_following,1032,2786,2761,2810,710,18,outputs_windows\car_following\car_following_veh1032_mid2786.csv
car_following,1033,2526,2501,2550,773,17,outputs_windows\car_following\car_following_veh1033_mid2526.csv
car_following,1033,2780,2755,2804,735,19,outputs_windows\car_following\car_following_veh1033_mid2780.csv
car_following,1038,2594,2569,2618,770,18,outputs_windows\car_following\car_following_veh1038_mid2594.csv
car_following,1039,2531,2506,2555,779,17,outputs_windows\car_following\car_following_veh1039_mid2531.csv
car_following,1039,2814,2789,2838,716,17,outputs_windows\car_following\car_following_veh1039_mid2814.csv
car_following,1040,2600,2575,2624,705,15,outputs_windows\car_following\car_following_veh1040_mid2600.csv
car_following,1041,2613,2588,2637,438,17,outputs_windows\car_following\car_following_veh1041_mid2613.csv
car_following,1041,2705,2680,2729,902,25,outputs_windows\car_following\car_following_veh1041_mid2705.csv
car_following,1041,2820,2795,2844,830,19,outputs_windows\car_following\car_following_veh1041_mid2820.csv
car_following,1042,2704,2679,2728,785,19,outputs_windows\car_following\car_following_veh1042_mid2704.csv
car_following,1043,2638,2613,2662,711,18,outputs_windows\car_following\car_following_veh1043_mid2638.csv
car_following,1045,2736,2711,2760,922,28,outputs_windows\car_following\car_following_veh1045_mid2736.csv
car_following,1046,2619,2594,2643,782,19,outputs_windows\car_following\car_following_veh1046_mid2619.csv
car_following,1046,2784,2759,2808,887,22,outputs_windows\car_following\car_following_veh1046_mid2784.csv
car_following,1046,2843,2818,2867,765,19,outputs_windows\car_following\car_following_veh1046_mid2843.csv
car_following,1047,2547,2522,2571,656,14,outputs_windows\car_following\car_following_veh1047_mid2547.csv
car_following,1049,2650,2625,2674,794,17,outputs_windows\car_following\car_following_veh1049_mid2650.csv
car_following,1049,2811,2786,2835,848,21,outputs_windows\car_following\car_following_veh1049_mid2811.csv
car_following,1050,2692,2667,2716,861,19,outputs_windows\car_following\car_following_veh1050_mid2692.csv
car_following,1050,2781,2756,2805,953,24,outputs_windows\car_following\car_following_veh1050_mid2781.csv
car_following,1050,2849,2824,2873,760,17,outputs_windows\car_following\car_following_veh1050_mid2849.csv
car_following,1051,2748,2723,2772,922,28,outputs_windows\car_following\car_following_veh1051_mid2748.csv
car_following,1052,2710,2685,2734,667,17,outputs_windows\car_following\car_following_veh1052_mid2710.csv
car_following,1053,2560,2535,2584,692,15,outputs_windows\car_following\car_following_veh1053_mid2560.csv
car_following,1053,2852,2827,2876,793,17,outputs_windows\car_following\car_following_veh1053_mid2852.csv
car_following,1054,2640,2615,2664,831,18,outputs_windows\car_following\car_following_veh1054_mid2640.csv
car_following,1054,2734,2709,2758,954,23,outputs_windows\car_following\car_following_veh1054_mid2734.csv
car_following,1054,2827,2802,2851,844,20,outputs_windows\car_following\car_following_veh1054_mid2827.csv
car_following,1055,2601,2576,2625,767,17,outputs_windows\car_following\car_following_veh1055_mid2601.csv
car_following,1055,2865,2840,2889,697,18,outputs_windows\car_following\car_following_veh1055_mid2865.csv
car_following,1056,2568,2543,2592,691,17,outputs_windows\car_following\car_following_veh1056_mid2568.csv
car_following,1056,2859,2834,2883,667,16,outputs_windows\car_following\car_following_veh1056_mid2859.csv
car_following,1061,2656,2631,2680,807,20,outputs_windows\car_following\car_following_veh1061_mid2656.csv
